id,HOU202303300
version,2
info,visteam,CHA
info,hometeam,HOU
info,site,HOU03
info,date,2023/03/30
info,number,0
info,gametype,regular
info,starttime,6:08PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,millb901
info,ump1b,drakr901
info,ump2b,whitc901
info,ump3b,ortir901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/08/16 09:03:31
info,howscored,unknown
info,pitches,pitches
info,oscorer,wilkt701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,158
info,attendance,43032
info,wp,gravk001
info,lp,presr001
info,save,loper003
start,andet001,"Tim Anderson",0,1,6
start,robel002,"Luis Robert Jr.",0,2,8
start,vauga001,"Andrew Vaughn",0,3,3
start,jimee001,"Eloy Jimenez",0,4,10
start,moncy001,"Yoan Moncada",0,5,5
start,benia002,"Andrew Benintendi",0,6,7
start,grany001,"Yasmani Grandal",0,7,2
start,andre001,"Elvis Andrus",0,8,4
start,gonzr003,"Romy Gonzalez",0,9,9
start,ceasd001,"Dylan Cease",0,0,1
start,penaj004,"Jeremy Pena",1,1,6
start,brega001,"Alex Bregman",1,2,5
start,alvay001,"Yordan Alvarez",1,3,7
start,abrej003,"Jose Abreu",1,4,3
start,tuckk001,"Kyle Tucker",1,5,9
start,diazy004,"Yainer Diaz",1,6,10
start,meyej002,"Jake Meyers",1,7,8
start,maldm001,"Martin Maldonado",1,8,2
start,dubom001,"Mauricio Dubon",1,9,4
start,valdf001,"Framber Valdez",1,0,1
start,dubom001,"Mauricio Dubon",1,6,7
start,penaj004,"Jeremy Pena",1,7,6
start,meyej002,"Jake Meyers",1,8,8
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,rodrj007,01,MX,S8/G4S
play,1,0,suare001,22,BSSB>B,SB2
play,1,0,suare001,32,BSSB>B.X,S8/L8+.2-H
play,1,0,frant002,11,F*BX,64(1)3/GDP/G6S
play,1,0,hernt002,00,X,43/G34
play,1,1,altuj001,00,.X,S7/L78
play,1,1,brega001,32,CFB*B*B.>B,W.1-2
play,1,1,alvay001,12,CS*BFT,K
play,1,1,mccoc001,22,FBSBX,7/F78/DP.2X2(74)
play,2,0,ralec001,02,FF.*S,K
play,2,0,moord002,31,BTBBX,8/F8S
play,2,0,cabaj001,32,CBBBF.FX,S8/L8
play,2,0,marlc001,00,X,T8/F89XD+.1-H
play,2,0,haggs001,00,X,63/G56
play,2,1,diazy004,12,CFBX,7/L7+
play,2,1,dubom001,11,BFX,S7/L78D
play,2,1,penaj004,31,*BBBC1X,FC5/G5.1-2(E5);B-1
play,2,1,meyej002,12,FBSS,K
play,2,1,maldm001,02,CFX,53/G5
play,3,0,rodrj007,22,CBBF*S,K.BX1(23)
play,3,0,suare001,12,FFFBC,K
play,3,0,frant002,11,BSX,S7/L78D+
play,3,0,hernt002,30,BBBX,D78/L78D+.1-H(E8)(NR)
play,3,0,ralec001,00,X,S7/L7S.2-H
play,3,0,moord002,32,BBBCF>B,W.1-2
play,3,0,cabaj001,32,BFBBF>F.>F>B,W.2-3;1-2
play,3,0,marlc001,02,SCS,K
play,3,1,altuj001,12,CFBFS,K
play,3,1,brega001,22,BCBCX,HR/F7LD
play,3,1,alvay001,00,X,7/F7
play,3,1,mccoc001,22,BTSBFX,53/G56S
play,4,0,haggs001,21,CBBX,43/G4S
play,4,0,rodrj007,01,SX,S9/L9+
play,4,0,suare001,02,C1CX,64(1)3/GDP/G6S
play,4,1,diazy004,00,X,HR/F7D
play,4,1,dubom001,00,X,S6/G4M
play,4,1,penaj004,20,BBX,4(1)3/GDP/G4MS
play,4,1,meyej002,00,X,D7/L78XD
play,4,1,maldm001,11,*BSX,8/F89D
play,5,0,frant002,01,CX,S7/G56
play,5,0,hernt002,12,SBFS,K
play,5,0,ralec001,02,FSX,8/F8D
play,5,0,moord002,10,BX,HR/F9D.1-H
play,5,0,cabaj001,00,H,HP
play,5,0,marlc001,00,1,SB2
play,5,0,marlc001,02,1.>FS.X,8/F8
play,5,1,altuj001,22,BBCF.FX,S7/L7LD+.BX2(74)
play,5,1,brega001,11,BFX,9/F9S
play,5,1,alvay001,31,BBSBX,7/F78XD+
play,6,0,haggs001,00,,NP
sub,stanr002,"Ryne Stanek",1,0,1
play,6,0,haggs001,00,.X,9/L89+
play,6,0,rodrj007,12,CS.BX,S5/G5
play,6,0,suare001,02,1SSC,K
play,6,0,frant002,10,BH,HP.1-2
play,6,0,hernt002,22,C*BBSX,S6/G6.2-3;1-2
play,6,0,ralec001,02,SFX,5/P5
play,6,1,mccoc001,02,CFX,7/L7
play,6,1,diazy004,31,SBBBX,D9/L9D+
play,6,1,dubom001,11,BCX,7/L78
play,6,1,penaj004,31,*S*BBBX,9/F9
play,7,0,moord002,00,,NP
sub,montr004,"Rafael Montero",1,0,1
play,7,0,moord002,12,.CCBS,K
play,7,0,cabaj001,12,BFC.C,K
play,7,0,marlc001,22,BCS.BX,63/G6M
play,7,1,meyej002,00,,NP
sub,thort002,"Trent Thornton",0,0,1
play,7,1,meyej002,01,.FX,4/P6MD
play,7,1,maldm001,00,X,53/G5
play,7,1,altuj001,21,BSBX,S7/L7LD
play,7,1,brega001,11,CBX,7/L78
play,8,0,haggs001,00,,NP
sub,nerih001,"Hector Neris",1,0,1
play,8,0,haggs001,10,.BX,S8/F8
play,8,0,rodrj007,01,F>X,S7/L7L.1-3
play,8,0,suare001,22,F*B*BS1FS,K
play,8,0,frant002,01,C>X,2/G2/BINT.3-3;1-1
play,8,0,hernt002,02,FS1X,D8/L8XD.3-H;1-H
play,8,0,ralec001,32,BCS*BFBX,7/F6D
play,8,1,alvay001,00,,NP
sub,speig001,"Gabe Speier",0,0,1
play,8,1,alvay001,00,.X,63/G6MD
play,8,1,mccoc001,12,FBFFS,K
play,8,1,diazy004,22,SBFBC,K
play,9,0,moord002,00,,NP
sub,mushp001,"Parker Mushinski",1,0,1
play,9,0,moord002,22,.CFFBBFX,HR/F7D
play,9,0,cabaj001,02,CCX,53/G1S
play,9,0,marlc001,12,BFFFFS,K
play,9,0,haggs001,10,BX,HR/F7LD
play,9,0,rodrj007,12,SBCFS,K
play,9,1,dubom001,00,,NP
sub,bazae001,"Eduard Bazardo",0,0,1
play,9,1,dubom001,01,.CX,HR/F7D
play,9,1,penaj004,00,,NP
sub,hensd002,"David Hensley",1,7,11
play,9,1,hensd002,02,.CFC,K
play,9,1,meyej002,00,,NP
sub,julkc001,"Corey Julks",1,8,11
play,9,1,julkc001,02,.CSX,DGR/L89XD+
play,9,1,maldm001,00,,NP
sub,singj001,"Jon Singleton",1,9,11
play,9,1,singj001,22,.BBCSX,43/G4.2-3
play,9,1,altuj001,22,CSB*BC,K
data,er,gilbl002,2
data,er,thort002,0
data,er,speig001,0
data,er,bazae001,1
data,er,valdf001,6
data,er,nerih001,2
data,er,montr004,0
data,er,mushp001,2
data,er,stanr002,0
id,HOU202309110
version,2
info,visteam,OAK
info,hometeam,HOU
info,site,HOU03
info,date,2023/09/11
info,number,0
info,gametype,regular
info,starttime,7:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,carav901
info,ump1b,hamaa901
info,ump2b,vondc901
info,ump3b,mahrn901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/10/05 09:13:34
info,howscored,unknown
info,pitches,pitches
info,oscorer,wilkt701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,145
info,attendance,29807
info,wp,waldk003
info,lp,valdf001
info,save,
start,geloz001,"Zack Gelof",0,1,4
start,nodar001,"Ryan Noda",0,2,3
start,diaza003,"Aledmys Diaz",0,3,7
start,rookb001,"Brent Rooker",0,4,9
start,diazj008,"Jordan Diaz",0,5,10
start,langs001,"Shea Langeliers",0,6,2
start,smitk003,"Kevin Smith",0,7,5
start,allen002,"Nick Allen",0,8,6
start,ruize001,"Esteury Ruiz",0,9,8
start,millm004,"Mason Miller",0,0,1
start,altuj001,"Jose Altuve",1,1,4
start,penaj004,"Jeremy Pena",1,2,6
start,alvay001,"Yordan Alvarez",1,3,10
start,brega001,"Alex Bregman",1,4,5
start,tuckk001,"Kyle Tucker",1,5,9
start,abrej003,"Jose Abreu",1,6,3
start,branm003,"Michael Brantley",1,7,7
start,mccoc001,"Chas McCormick",1,8,8
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,geloz001,00,X,4/L6MD
play,1,0,nodar001,32,BBBCSS,K
play,1,0,diaza003,00,X,13/G15-
play,1,1,altuj001,22,.BBFCFX,9/L9
play,1,1,penaj004,32,BSFFBBX,S9/L9S
play,1,1,alvay001,32,CFB1BB>F>B,W.1-2
play,1,1,brega001,12,BFCX,4/P4M
play,1,1,tuckk001,22,BCSFBC,K
play,2,0,rookb001,31,BBCBX,HR/F78XD
play,2,0,diazj008,12,BCS*S,K.BX1(23)
play,2,0,langs001,21,BBFX,8/F8D
play,2,0,smitk003,01,FX,9/F9D
play,2,1,abrej003,12,BFSS,K
play,2,1,branm003,22,CF.BBFX,5/P56S
play,2,1,mccoc001,22,CBCBT,K
play,3,0,allen002,22,BCCBX,43/G4
play,3,0,ruize001,12,CSBS,K
play,3,0,geloz001,01,TX,53/G56S
play,3,1,maldm001,00,,NP
sub,waldk003,"Ken Waldichuk",0,0,1
play,3,1,maldm001,02,.FF.S,K
play,3,1,altuj001,12,CBFX,3/P4
play,3,1,penaj004,00,X,3/G3
play,4,0,nodar001,12,BSCFC,K
play,4,0,diaza003,02,FFX,3/G34
play,4,0,rookb001,30,BBBB,W
play,4,0,diazj008,21,BCB>S,SB2
play,4,0,diazj008,22,BCB>S.S,K
play,4,1,alvay001,10,BX,43/G34
play,4,1,brega001,12,CS.BX,53/G5
play,4,1,tuckk001,20,BBH,HP
play,4,1,abrej003,02,CF.F1,POCS2(136)
play,5,0,langs001,02,CF.FC,K
play,5,0,smitk003,11,BFX,D9/L89XD+
play,5,0,allen002,22,*BBFFX,S7/L7+.2-H
play,5,0,ruize001,02,1CFX,64(1)3/GDP/G6
play,5,1,abrej003,20,BBX,63/G6
play,5,1,branm003,01,CX,9/L89
play,5,1,mccoc001,12,CBSX,63/G6
play,6,0,geloz001,12,CSFBFS,K
play,6,0,nodar001,22,BSS.B*S,K
play,6,0,diaza003,32,FCBFBBX,5/L5
play,6,1,maldm001,32,BBSC.BX,8/F8XD
play,6,1,altuj001,32,BCSBBB,W
play,6,1,penaj004,12,SCB1S,K
play,6,1,alvay001,10,BX,43/G34
play,7,0,rookb001,12,BFS*S,K
play,7,0,diazj008,10,BX,3/G3
play,7,0,langs001,10,BX,HR/F9D
play,7,0,smitk003,12,CSBC,K
play,7,1,brega001,00,X,53/G56
play,7,1,tuckk001,11,CBX,8/F8
play,7,1,abrej003,22,BBFS.FX,8/F8D
play,8,0,allen002,00,,NP
sub,matop002,"Phil Maton",1,0,1
play,8,0,allen002,12,.CBSS,K
play,8,0,ruize001,12,BFFX,63/G6MS
play,8,0,geloz001,02,SS.S,K
play,8,1,branm003,11,CBX,9/F9S
play,8,1,mccoc001,12,FFBS,K
play,8,1,maldm001,02,CS.X,43/G4
play,9,0,nodar001,00,,NP
sub,montr004,"Rafael Montero",1,0,1
play,9,0,nodar001,02,.CSFFX,HR/F89XD
play,9,0,diaza003,00,,NP
sub,kempt001,"Tony Kemp",0,3,11
play,9,0,kempt001,32,.BTBBC.X,8/L78
play,9,0,rookb001,00,,NP
sub,brows003,"Seth Brown",0,4,11
play,9,0,brows003,01,.FX,S9/L9
play,9,0,diazj008,00,,NP
sub,sodet001,"Tyler Soderstrom",0,5,11
play,9,0,sodet001,12,.CTB11FFFS,K
play,9,0,langs001,01,SX,S7/L7.1-2
play,9,0,smitk003,00,X,8/L8D
play,9,1,altuj001,00,,NP
sub,kempt001,"Tony Kemp",0,3,7
play,9,1,altuj001,00,.,NP
sub,brows003,"Seth Brown",0,4,9
play,9,1,altuj001,00,...,NP
sub,may-t001,"Trevor May",0,0,1
play,9,1,altuj001,02,....FCX,S8/G6M
play,9,1,penaj004,00,X,S7/G56.1-2
play,9,1,alvay001,12,CSBX,9/L9D+
play,9,1,brega001,22,CCBBX,7/F6D
play,9,1,tuckk001,21,FBBX,7/F7
data,er,millm004,0
data,er,waldk003,0
data,er,may-t001,0
data,er,valdf001,3
data,er,montr004,1
data,er,matop002,0
id,HOU202309220
version,2
info,visteam,KCA
info,hometeam,HOU
info,site,HOU03
info,date,2023/09/22
info,number,0
info,gametype,regular
info,starttime,7:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,willr901
info,ump1b,littw901
info,ump2b,addir901
info,ump3b,barkl901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/10/03 06:10:36
info,howscored,unknown
info,pitches,pitches
info,oscorer,wilkt701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,158
info,attendance,41033
info,wp,ragac001
info,lp,valdf001
info,save,mcarj001
start,garcm003,"Maikel Garcia",0,1,5
start,wittb002,"Bobby Witt Jr.",0,2,6
start,velan001,"Nelson Velazquez",0,3,9
start,melem001,"MJ Melendez",0,4,7
start,olive001,"Edward Olivares",0,5,10
start,loftn001,"Nick Loftin",0,6,4
start,portl001,"Logan Porter",0,7,2
start,pratn001,"Nick Pratto",0,8,3
start,isbek001,"Kyle Isbel",0,9,8
start,ragac001,"Cole Ragans",0,0,1
start,altuj001,"Jose Altuve",1,1,4
start,penaj004,"Jeremy Pena",1,2,6
start,alvay001,"Yordan Alvarez",1,3,10
start,brega001,"Alex Bregman",1,4,5
start,tuckk001,"Kyle Tucker",1,5,9
start,abrej003,"Jose Abreu",1,6,3
start,mccoc001,"Chas McCormick",1,7,7
start,dubom001,"Mauricio Dubon",1,8,8
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,garcm003,12,TCFBS,K+PB.B-1
play,1,0,wittb002,02,CFX,T8/L78XD+.1-H(UR)
play,1,0,velan001,30,BBBB,W
play,1,0,melem001,01,CX,S9/L9.3-H;1-2
play,1,0,olive001,00,X,D7/G56+.2-H;1-3
play,1,0,loftn001,20,BBX,8/SF/F8XD+.3-H;2-3
play,1,0,portl001,22,*BTBCS,K
play,1,0,pratn001,02,FFS,K
play,1,1,altuj001,31,CBBBB,W
play,1,1,penaj004,22,BS*BFX,64(1)/FO/G56.B-1
play,1,1,alvay001,00,X,D7/F78XD+.1-H
play,1,1,brega001,22,CBBFFX,8/L89
play,1,1,tuckk001,12,FBCX,7/F7
play,2,0,isbek001,12,CF.BS,K
play,2,0,garcm003,00,X,9/F9D
play,2,0,wittb002,22,BBFF*S,K
play,2,1,abrej003,12,CBFX,HR/F9D
play,2,1,mccoc001,32,BCS.FFFBFBB,W
play,2,1,dubom001,12,BTFT,K
play,2,1,maldm001,00,X,9/F9LD
play,2,1,altuj001,12,1CBCX,9/F9
play,3,0,velan001,11,BSX,9/F9LD
play,3,0,melem001,12,FFFBS,K
play,3,0,olive001,31,CBBBB,W
play,3,0,loftn001,02,FC*S,K
play,3,1,penaj004,22,SBS.FBFX,53/G56+
play,3,1,alvay001,10,BX,13/G2-
play,3,1,brega001,00,.X,8/F78XD
play,4,0,portl001,31,SBBBB,W
play,4,0,pratn001,12,FBFS,K
play,4,0,isbek001,10,BX,64(1)/FO/G6.B-1
play,4,0,garcm003,10,BX,64(1)/FO/G6.B-1
play,4,1,tuckk001,00,X,T9/F89XD+
play,4,1,abrej003,01,FX,53/G56
play,4,1,mccoc001,02,FSFFFS,K
play,4,1,dubom001,00,X,13/G1S
play,5,0,wittb002,22,CBFB.S,K
play,5,0,velan001,00,X,8/F8XD+
play,5,0,melem001,12,CFBS,K
play,5,1,maldm001,02,CS.S,K
play,5,1,altuj001,00,X,6/P6M-
play,5,1,penaj004,12,BSS.S,K
play,6,0,olive001,00,H,HP
play,6,0,loftn001,02,SF>B,SB2
play,6,0,loftn001,12,SF>B.F.H,HP
play,6,0,portl001,11,BLX,FC/SH/BG1S-.2-3;1-2;B-1
play,6,0,pratn001,00,X,3/G34S-.3-H;2-3;1-2
play,6,0,isbek001,22,SC*BBFFX,S8/G4M.3-H;2-H
play,6,0,garcm003,00,,NP
sub,matop002,"Phil Maton",1,0,1
play,6,0,garcm003,32,.1BF*BSB.B,W.1-2
play,6,0,wittb002,01,FX,4(1)3/GDP/G4
play,6,1,alvay001,32,BFBBFB,W
play,6,1,brega001,32,CBB*BSFB,W.1-2
play,6,1,tuckk001,10,BX,9/F9D.2-3
play,6,1,abrej003,22,CBBS.S,K
play,6,1,mccoc001,00,X,8/F8XD
play,7,0,velan001,00,,NP
sub,stanr002,"Ryne Stanek",1,0,1
play,7,0,velan001,22,.CS.BBFS,K
play,7,0,melem001,11,BFX,8/F78D+
play,7,0,olive001,00,X,3/P34
play,7,1,dubom001,00,,NP
sub,massm001,"Michael Massey",0,6,4
play,7,1,dubom001,00,.,NP
sub,snidc001,"Collin Snider",0,0,1
play,7,1,dubom001,12,..CSBX,4/F4D
play,7,1,maldm001,12,BCC.S,K
play,7,1,altuj001,12,.FBFX,S5/G56
play,7,1,penaj004,31,BBBCB,W.1-2
play,7,1,alvay001,12,BCFX,43/G4
play,8,0,massm001,00,,NP
sub,montr004,"Rafael Montero",1,0,1
play,8,0,massm001,32,.FBFBBX,9/F9LD
play,8,0,portl001,32,SBBS.BFFS,K
play,8,0,pratn001,01,FX,S8/F8S
play,8,0,isbek001,21,*B1FBX,E4/TH/G4.1-2;B-1
play,8,0,garcm003,32,SCBBB>S,K
play,8,1,brega001,00,,NP
sub,kowaj001,"Jackson Kowar",0,0,1
play,8,1,brega001,31,.CBBBB,W
play,8,1,tuckk001,22,*BBCFX,9/F89
play,8,1,abrej003,01,CX,S8/G6M.1-2
play,8,1,mccoc001,00,X,HR/F9D.2-H;1-H
play,8,1,dubom001,22,FLBBX,D7/L7
play,8,1,maldm001,00,,NP
sub,diazy004,"Yainer Diaz",1,9,11
play,8,1,diazy004,00,.,NP
sub,mcarj001,"James McArthur",0,0,1
play,8,1,diazy004,00,..X,4/P34D
play,8,1,altuj001,02,CCX,S5/G56S-.2-3
play,8,1,penaj004,01,CX,8/F8D
play,9,0,wittb002,00,,NP
sub,diazy004,"Yainer Diaz",1,9,2
play,9,0,wittb002,00,.,NP
sub,nerih001,"Hector Neris",1,0,1
play,9,0,wittb002,02,..CFX,8/F8XD+
play,9,0,velan001,02,CC.FFS,K
play,9,0,melem001,11,CBX,9/F89D
play,9,1,alvay001,00,,NP
sub,wated001,"Drew Waters",0,3,9
play,9,1,alvay001,00,.,NP
sub,bland001,"Dairon Blanco",0,4,7
play,9,1,alvay001,12,..BCCS,K
play,9,1,brega001,01,CX,13/G13-
play,9,1,tuckk001,22,FBCFBFS,K
data,er,ragac001,2
data,er,snidc001,0
data,er,kowaj001,3
data,er,mcarj001,0
data,er,valdf001,6
data,er,nerih001,0
data,er,montr004,0
data,er,stanr002,0
data,er,matop002,0
